
5s5h,Th6h,51,48,1
5s5h,Th6c,53,46,1
5s5h,Th5d,66,30,4
5s5h,Th5c,66,30,4
5s5h,Th4s,69,30,1
5s5h,Th4d,68,31,1
5s5h,Th4h,65,34,1
5s5h,Th4c,68,30,2
5s5h,Th3s,69,30,1
5s5h,Th3d,68,30,2
5s5h,Th3h,65,33,2
5s5h,Th3c,69,30,1
5s5h,Th2s,69,30,1
5s5h,Th2d,68,30,2
5s5h,Th2h,66,33,1
5s5h,Th2c,69,30,1
5s5h,TdTc,19,80,1
5s5h,TdTh,19,81,0
5s5h,TdTs,19,81,0
5s5h,Td9s,50,49,1
5s5h,Td9c,50,49,1
5s5h,Td9h,49,50,1
5s5h,Td9d,47,52,1
5s5h,Td8s,51,48,1
5s5h,Td8d,48,51,1
5s5h,Td8h,51,48,1
5s5h,Td8c,51,48,1
5s5h,Td7s,52,47,1
5s5h,Td7d,50,49,1
5s5h,Td7h,52,47,1
5s5h,Td7c,52,47,1
5s5h,Td6s,53,46,1
5s5h,Td6d,50,49,1
5s5h,Td6h,53,46,1
5s5h,Td6c,54,45,1
5s5h,Td5d,63,35,2
5s5h,Td5c,67,30,3
5s5h,Td4s,69,30,1
5s5h,Td4d,65,34,1
5s5h,Td4h,69,30,1
5s5h,Td4c,68,30,2
5s5h,Td3s,69,30,1
5s5h,Td3d,65,34,1
5s5h,Td3h,69,30,1
5s5h,Td3c,68,31,1
5s5h,Td2s,69,29,2
5s5h,Td2d,65,34,1
5s5h,Td2h,69,30,1
5s5h,Td2c,69,30,1
5s5h,TsTc,19,81,0
5s5h,TsTh,18,81,1
5s5h,TsTd,19,81,0
5s5h,Ts9s,47,52,1
5s5h,Ts9c,50,50,0
5s5h,Ts9h,49,50,1
5s5h,Ts9d,50,49,1
5s5h,Ts8s,48,51,1
5s5h,Ts8d,51,48,1
5s5h,Ts8h,50,49,1
5s5h,Ts8c,51,48,1
5s5h,Ts7s,50,49,1
5s5h,Ts7d,52,47,1
5s5h,Ts7h,52,47,1
5s5h,Ts7c,52,47,1
5s5h,Ts6s,51,48,1
5s5h,Ts6d,53,46,1
5s5h,Ts6h,53,46,1
5s5h,Ts6c,53,46,1
5s5h,Ts5d,66,31,3
5s5h,Ts5c,66,31,3
5s5h,Ts4s,65,34,1
5s5h,Ts4d,68,31,1
5s5h,Ts4h,68,30,2
5s5h,Ts4c,68,31,1
5s5h,Ts3s,65,33,2
5s5h,Ts3d,68,30,2
5s5h,Ts3h,69,30,1
5s5h,Ts3c,68,30,2
5s5h,Ts2s,66,33,1
5s5h,Ts2d,69,30,1
5s5h,Ts2h,69,29,2
5s5h,Ts2c,69,30,1
5s5h,9s9c,19,81,0
5s5h,9s9h,18,81,1
5s5h,9s9d,19,80,1
5s5h,9s8s,48,51,1
5s5h,9s8d,51,48,1
5s5h,9s8h,50,49,1
5s5h,9s8c,51,48,1
5s5h,9s7s,50,49,1
5s5h,9s7d,52,47,1
5s5h,9s7h,52,47,1
5s5h,9s7c,52,47,1
5s5h,9s6s,51,48,1
5s5h,9s6d,53,45,2
5s5h,9s6h,53,46,1
5s5h,9s6c,53,46,1
5s5h,9s5d,65,32,3
5s5h,9s5c,65,31,4
5s5h,9s4s,66,32,2
5s5h,9s4d,69,30,1
5s5h,9s4h,69,29,2
5s5h,9s4c,69,30,1
5s5h,9s3s,66,32,2
5s5h,9s3d,69,30,1
5s5h,9s3h,69,29,2
5s5h,9s3c,69,30,1
5s5h,9s2s,66,32,2
5s5h,9s2d,69,30,1
5s5h,9s2h,70,29,1
5s5h,9s2c,69,29,2
5s5h,9c9s,19,80,1
5s5h,9c9h,19,80,1
5s5h,9c9d,19,80,1
5s5h,9c8s,51,48,1
5s5h,9c8d,51,48,1
5s5h,9c8h,51,48,1
5s5h,9c8c,48,51,1
5s5h,9c7s,52,47,1
5s5h,9c7d,52,46,2
5s5h,9c7h,52,47,1
5s5h,9c7c,49,50,1
5s5h,9c6s,53,46,1
5s5h,9c6d,54,45,1
